,team1,team2,Ground,date,Series,toss_winner,first_batting,match_winner,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank
2304,Sri Lanka,India,"Eden Gardens, Kolkata", Dec 24 2009, Sri Lanka tour of India at Kolkata,1,1,2,43,101,16,101,26,62,101,101,33,101,101,101,50,101,79,101,101,101,101,101,101,49,10,101,4,101,19,101,47,101,101,101,30,101,101,91,101,7,101,101,101,42,101,36
2305,Sri Lanka,India,"Feroz Shah Kotla, Delhi", Dec 27 2009, Sri Lanka tour of India at Delhi,2,1,2,47,101,16,101,26,62,101,101,85,101,46,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2306,India,Sri Lanka,"Shere Bangla National Stadium, Mirpur, Dhaka", Jan 5 2010, Tri-Nation Tournament in Bangladesh at Dhaka,2,1,2,19,101,10,101,56,101,9,64,101,101,31,101,101,99,101,5,101,101,101,51,101,87,47,101,101,101,101,101,46,101,51,101,101,101,101,101,101,101,101,101,101,101,101,101
2307,Bangladesh,India,"Shere Bangla National Stadium, Mirpur, Dhaka", Jan 7 2010, Tri-Nation Tournament in Bangladesh at Dhaka,1,1,2,28,101,101,101,51,101,26,2,53,101,79,101,85,93,90,101,101,21,101,101,101,34,19,101,10,101,40,101,9,47,101,101,30,101,101,88,101,6,101,101,101,54,101,90
2308,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur, Dhaka", Jan 8 2010, Tri-Nation Tournament in Bangladesh at Dhaka,2,1,2,28,101,101,101,53,101,51,101,25,2,74,101,82,96,92,101,101,22,101,101,101,35,39,101,31,101,101,101,101,101,48,101,52,101,101,101,101,101,101,99,101,101,101,5
2309,Sri Lanka,India,"Shere Bangla National Stadium, Mirpur, Dhaka", Jan 10 2010, Tri-Nation Tournament in Bangladesh at Dhaka,1,1,2,41,101,13,101,101,101,33,101,59,101,55,101,101,101,101,95,101,101,101,101,101,101,101,101,19,101,32,101,9,45,101,101,30,101,101,101,101,81,101,101,101,86,101,101
2310,Bangladesh,India,"Shere Bangla National Stadium, Mirpur, Dhaka", Jan 11 2010, Tri-Nation Tournament in Bangladesh at Dhaka,2,1,2,32,101,101,101,51,101,48,101,24,3,79,101,73,100,88,99,101,25,101,38,101,101,101,101,19,101,20,101,9,39,101,101,28,101,101,101,101,78,101,87,101,101,101,50
2311,India,Sri Lanka,"Shere Bangla National Stadium, Mirpur, Dhaka", Jan 13 2010, Tri-Nation Tournament in Bangladesh at Dhaka,2,1,2,9,101,19,101,25,101,12,38,101,101,20,101,101,70,101,6,101,101,101,52,101,93,44,101,13,101,101,101,29,101,61,101,56,101,101,94,101,101,101,5,101,101,101,101
2312,Pakistan,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane", Jan 22 2010, Pakistan tour of Australia at Brisbane,1,1,2,20,101,43,101,101,101,18,101,63,101,25,67,51,14,101,46,101,51,101,21,101,34,27,18,72,101,5,101,17,99,34,101,2,101,44,101,101,15,101,101,101,93,101,47
2313,Australia,Pakistan,Sydney Cricket Ground, Jan 24 2010, Pakistan tour of Australia at Sydney,2,1,1,22,17,62,101,8,101,18,99,27,101,2,101,42,101,101,16,101,101,101,80,101,40,26,101,44,101,101,101,16,101,73,101,28,68,51,10,101,41,101,56,101,29,101,22
2314,Australia,Pakistan,Adelaide Oval, Jan 26 2010, Pakistan tour of Australia at Adelaide,1,1,1,22,21,46,101,8,101,14,100,27,101,2,101,42,101,101,16,101,80,101,101,101,35,25,101,47,101,101,101,17,101,60,101,101,101,49,13,101,52,101,30,101,19,101,33
2315,Australia,Pakistan,"W.A.C.A. Ground, Perth", Jan 29 2010, Pakistan tour of Australia at Perth,1,1,1,50,101,40,101,8,101,16,101,20,101,2,101,71,25,101,18,101,95,101,68,101,76,27,101,47,101,101,101,18,101,52,101,101,101,48,13,101,59,101,29,101,19,101,28
2316,Pakistan,Australia,"W.A.C.A. Ground, Perth", Jan 31 2010, Pakistan tour of Australia at Perth,1,1,2,30,101,101,101,101,101,27,69,38,101,101,101,49,9,101,101,101,61,101,29,101,25,50,101,43,101,8,101,24,101,101,101,2,101,72,27,101,14,101,18,101,83,101,51
2317,New Zealand,Bangladesh,"McLean Park, Napier", Feb 5 2010, Bangladesh tour of New Zealand at Napier,1,1,1,17,101,101,101,44,101,28,101,101,73,101,101,87,1,47,9,101,58,101,88,101,101,29,101,101,101,57,101,53,101,26,3,82,101,72,101,89,96,101,101,101,101,101,51
2318,Australia,West Indies,Melbourne Cricket Ground, Feb 7 2010, West Indies tour of Australia at Melbourne,2,1,1,21,23,53,101,8,101,16,101,25,101,2,101,44,101,101,14,101,16,101,74,101,33,6,101,69,101,101,101,101,101,101,101,101,101,101,101,101,97,101,93,101,79,101,101
2319,Bangladesh,New Zealand,"University Oval, Dunedin", Feb 8 2010, Bangladesh tour of New Zealand at Dunedin,2,1,2,33,101,101,101,59,101,101,101,28,4,70,101,74,101,86,101,101,101,101,101,101,101,18,101,101,101,43,101,22,101,101,70,101,101,88,1,47,9,101,101,101,88,101,101
2320,West Indies,Australia,Adelaide Oval, Feb 9 2010, West Indies tour of Australia at Adelaide,1,1,2,8,101,72,101,101,101,101,101,101,101,101,101,101,101,101,96,101,92,101,79,101,101,20,21,52,101,6,101,16,101,2,101,26,101,44,101,101,14,101,15,101,29,101,47
2321,Bangladesh,New Zealand,"AMI Stadium, Christchurch", Feb 11 2010, Bangladesh tour of New Zealand at Christchurch,2,1,2,33,101,90,101,99,101,58,101,28,2,71,101,73,101,85,94,101,101,101,101,101,101,18,101,101,101,35,101,25,101,86,1,101,101,49,8,101,67,101,101,101,39,101,101
2322,Australia,West Indies,Sydney Cricket Ground, Feb 12 2010, West Indies tour of Australia at Sydney,2,1,2,97,101,101,101,7,101,16,101,27,101,2,101,72,29,101,14,101,15,101,79,101,31,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,82,101,51,101,84,101,66
2323,Australia,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane", Feb 14 2010, West Indies tour of Australia at Brisbane,2,1,1,21,21,97,101,4,101,26,101,101,101,2,101,69,30,101,15,101,64,101,14,101,24,8,101,101,101,101,101,101,101,101,101,101,101,101,101,101,83,101,48,101,81,101,66
2324,Netherlands,Kenya,"Gymkhana Club Ground, Nairobi", Feb 16 2010, Netherlands tour of Kenya at Nairobi,2,1,2,101,101,101,101,101,101,27,58,101,101,101,101,101,101,101,101,101,101,101,101,101,101,89,101,101,101,101,101,101,101,87,101,101,100,101,98,101,101,101,101,101,101,101,34
2325,Afghanistan,Canada,Sharjah Cricket Stadium, Feb 16 2010, Afghanistan tour of United Arab Emirates at Sharjah,2,1,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,48,101,101,101,101,101,101,101,77,61,101,101,101,70,101,101,101,101,101,101
2326,Netherlands,Kenya,"Gymkhana Club Ground, Nairobi", Feb 18 2010, Netherlands tour of Kenya at Nairobi,2,1,1,101,101,101,101,101,101,30,55,101,101,101,101,101,101,101,101,101,101,101,101,101,101,94,101,101,101,101,101,101,101,87,101,101,100,101,93,101,101,101,33,101,101,101,101
2327,Afghanistan,Canada,Sharjah Cricket Stadium, Feb 18 2010, Afghanistan tour of United Arab Emirates at Sharjah,2,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,54,101,101,101,101,101,78,59,101,101,101,63,101,101,101,101,101,101,101,101
2328,Australia,West Indies,Melbourne Cricket Ground, Feb 19 2010, West Indies tour of Australia at Melbourne,1,1,1,21,22,46,101,4,101,16,101,27,101,101,101,59,30,101,101,101,56,101,50,101,18,8,101,101,101,101,101,101,101,101,101,101,101,101,85,101,101,101,45,101,84,101,63
2329,India,South Africa,"Sawai Mansingh Stadium, Jaipur", Feb 21 2010, South Africa tour of India at Jaipur,2,1,1,10,101,6,101,89,101,101,101,23,101,18,101,101,101,101,44,101,101,101,56,101,98,101,101,15,101,9,50,3,101,101,101,93,57,41,101,101,13,101,71,101,12,101,31
2330,India,South Africa,"Captain Roop Singh Stadium, Gwalior", Feb 24 2010, South Africa tour of India at Gwalior,1,1,1,10,101,3,101,80,101,101,101,101,101,23,101,18,101,101,37,101,101,101,53,101,89,36,101,16,101,101,66,11,52,4,101,101,101,34,101,43,101,101,63,101,14,101,33
2331,South Africa,India,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad", Feb 27 2010, South Africa tour of India at Ahmedabad,1,1,1,101,101,29,101,8,53,3,101,16,101,43,101,101,14,101,51,101,12,101,40,101,101,80,101,101,101,20,101,88,101,101,101,17,101,101,101,100,36,101,95,101,101,101,101
2332,Bangladesh,England,"Shere Bangla National Stadium, Mirpur, Dhaka", Feb 28 2010, England tour of Bangladesh at Dhaka,2,1,2,22,101,99,101,101,101,101,101,32,3,72,101,74,101,84,81,101,23,101,28,101,101,83,101,101,101,24,101,12,61,40,101,79,101,101,101,101,7,101,73,101,37,101,78
2333,Bangladesh,England,"Shere Bangla National Stadium, Mirpur, Dhaka", Mar 2 2010, England tour of Bangladesh at Dhaka,2,1,2,22,101,88,101,101,101,66,101,34,2,73,99,82,84,101,101,101,20,101,101,101,101,74,101,101,101,26,101,14,64,28,101,78,101,101,101,101,58,101,34,101,101,101,11
2334,Australia,New Zealand,"McLean Park, Napier", Mar 3 2010, Australia tour of New Zealand at Napier,1,1,2,20,28,48,101,5,101,17,101,27,101,2,101,56,30,101,14,101,15,101,52,101,13,18,101,101,101,36,101,19,101,101,68,101,101,41,84,101,81,101,41,101,6,47,8
2335,Zimbabwe,West Indies,"Providence Stadium, Guyana", Mar 4 2010, Zimbabwe tour of West Indies at Providence,1,1,1,44,101,94,101,64,101,50,101,57,76,58,101,101,101,101,77,101,101,101,101,101,3,8,101,101,101,6,101,101,101,101,101,101,98,101,101,101,87,101,80,101,101,101,101
2336,England,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram", Mar 5 2010, England tour of Bangladesh at Chattogram,2,1,1,74,101,101,101,27,101,14,65,26,101,94,101,101,39,76,101,101,101,101,30,101,101,23,101,91,101,101,101,60,101,34,2,73,101,81,86,101,101,101,19,101,101,101,101
2337,Australia,New Zealand,"Eden Park, Auckland", Mar 6 2010, Australia tour of New Zealand at Auckland,1,1,1,19,25,44,101,6,101,18,101,23,101,2,101,56,33,101,14,101,40,101,16,101,13,17,101,101,101,38,101,101,101,101,74,37,84,101,101,75,1,101,83,101,6,101,46
2338,West Indies,Zimbabwe,"Arnos Vale Ground, Kingstown, St Vincent", Mar 10 2010, Zimbabwe tour of West Indies at Kingstown,2,1,1,5,96,101,101,7,101,101,101,101,101,84,33,101,101,101,31,101,72,101,76,101,66,101,101,45,101,50,101,65,101,70,101,101,101,56,78,101,101,101,77,101,28,101,2
2339,New Zealand,Australia,"Eden Park, Auckland", Mar 11 2010, Australia tour of New Zealand at Auckland,2,1,2,15,101,36,101,18,101,101,101,38,83,81,1,101,101,101,76,101,89,101,6,101,47,21,21,39,101,5,101,23,101,101,101,2,101,56,30,101,10,101,15,101,40,101,14
2340,Zimbabwe,West Indies,"Arnos Vale Ground, Kingstown, St Vincent", Mar 12 2010, Zimbabwe tour of West Indies at Kingstown,2,1,2,47,101,101,101,101,101,50,101,67,101,72,101,101,101,52,79,101,66,101,31,101,3,101,101,5,97,9,101,101,101,100,101,85,22,101,98,101,29,101,63,101,54,101,69
2341,New Zealand,Australia,"Westpac Stadium, Wellington", Mar 13 2010, Australia tour of New Zealand at Wellington,2,1,1,18,101,38,101,17,101,101,101,36,87,76,1,101,101,101,101,101,94,101,5,101,35,19,21,40,101,6,101,23,101,101,101,2,101,53,32,101,9,101,17,101,57,101,14
2342,Zimbabwe,West Indies,"Arnos Vale Ground, Kingstown, St Vincent", Mar 14 2010, Zimbabwe tour of West Indies at Kingstown,2,1,2,101,101,48,101,101,101,54,101,69,101,87,101,51,79,101,101,101,67,101,32,101,3,101,101,4,98,101,101,101,101,101,101,86,23,95,91,101,101,101,20,101,38,101,101
2343,West Indies,Canada,"Sabina Park, Kingston, Jamaica", Apr 13 2010, Canada tour of West Indies at Kingston,1,1,1,101,101,8,101,101,101,28,101,101,101,101,101,101,54,101,101,101,36,101,87,101,101,101,101,58,101,101,101,101,101,101,101,81,64,101,101,101,72,101,101,101,80,101,101
2344,Ireland,West Indies,"Sabina Park, Kingston, Jamaica", Apr 15 2010, Ireland tour of West Indies at Kingston,1,1,2,73,101,101,101,101,52,101,101,101,101,101,101,101,101,101,101,101,45,101,101,101,101,101,101,9,101,101,101,23,101,90,101,101,101,101,54,101,101,101,36,101,78,101,101
2345,South Africa,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua", May 22 2010, South Africa tour of West Indies at North Sound,2,1,1,17,101,7,101,9,57,3,101,36,101,101,101,101,14,101,101,101,7,101,39,101,101,101,101,4,100,88,16,24,101,90,101,101,101,87,97,101,23,101,56,101,33,101,29
2346,South Africa,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua", May 24 2010, South Africa tour of West Indies at North Sound,1,1,1,8,101,14,101,7,53,3,101,101,101,101,101,101,101,101,14,101,36,101,9,101,101,5,101,101,101,27,101,95,101,80,20,87,78,101,31,101,101,88,23,101,37,101,57
2347,India,Zimbabwe,"Queens Sports Club, Bulawayo", May 28 2010, Zimbabwe Triangular Series at Bulawayo,1,1,2,84,101,101,101,23,101,65,101,17,101,91,39,101,101,101,101,101,101,101,101,101,101,47,101,49,101,101,101,101,101,87,101,51,88,101,101,101,67,101,29,101,3,101,95
2348,South Africa,West Indies,"Windsor Park, Roseau, Dominica", May 28 2010, South Africa tour of West Indies at Roseau,1,1,1,11,101,8,101,7,47,2,101,101,101,101,101,101,15,101,101,101,6,101,23,101,33,5,101,101,101,10,101,101,101,82,20,90,78,89,27,101,101,101,35,101,73,101,38
2349,Sri Lanka,India,"Queens Sports Club, Bulawayo", May 30 2010, Zimbabwe Triangular Series at Bulawayo,2,1,2,45,101,101,101,62,101,87,94,90,101,69,101,101,101,101,3,101,91,101,65,101,14,83,101,101,101,17,101,43,101,16,101,101,101,92,36,101,101,101,101,101,98,101,101
2350,West Indies,South Africa,"Windsor Park, Roseau, Dominica", May 30 2010, South Africa tour of West Indies at Roseau,1,1,2,101,101,5,101,9,101,78,20,101,101,89,78,91,26,101,101,101,101,101,73,101,40,10,101,6,101,8,49,1,101,36,101,101,101,101,18,101,101,101,101,101,24,101,34
2351,Zimbabwe,Sri Lanka,"Queens Sports Club, Bulawayo", Jun 1 2010, Zimbabwe Triangular Series at Bulawayo,2,1,2,43,101,51,101,101,101,101,101,89,101,54,90,101,101,101,75,101,32,101,4,101,97,44,101,9,101,101,101,68,101,90,101,101,11,101,101,101,3,101,80,101,101,101,58
2352,India,Zimbabwe,Harare Sports Club, Jun 3 2010, Zimbabwe Triangular Series at Harare,2,1,2,79,101,101,101,17,101,49,101,19,101,86,33,101,101,101,101,101,101,101,86,101,101,43,101,44,101,87,101,54,94,72,101,101,101,101,101,101,101,101,70,101,29,101,4
2353,West Indies,South Africa,"Queen's Park Oval, Port of Spain, Trinidad", Jun 3 2010, South Africa tour of West Indies at Port of Spain,1,1,2,101,101,6,85,9,101,101,101,78,21,89,101,84,71,90,28,101,101,101,101,101,36,5,101,11,101,8,54,3,101,35,101,48,101,101,18,101,101,101,43,101,38,101,101
2354,India,Sri Lanka,Harare Sports Club, Jun 5 2010, Zimbabwe Triangular Series at Harare,2,1,2,76,101,101,101,15,101,101,101,46,101,21,101,85,33,101,101,101,101,101,101,101,80,45,101,10,101,101,101,87,101,101,101,55,101,101,12,101,3,101,62,101,101,101,101
2355,Sri Lanka,Zimbabwe,Harare Sports Club, Jun 7 2010, Zimbabwe Triangular Series at Harare,2,1,2,45,101,9,101,101,101,91,101,57,101,101,101,101,101,101,101,101,58,101,101,101,56,44,101,38,101,101,101,67,101,88,101,101,101,101,101,101,57,101,24,101,81,101,4
2356,Zimbabwe,Sri Lanka,Harare Sports Club, Jun 9 2010, Zimbabwe Triangular Series at Harare,2,1,2,45,101,39,101,56,101,101,101,101,101,54,98,85,101,101,60,101,29,101,4,101,82,43,101,6,101,101,101,90,101,92,92,57,101,101,101,101,9,101,49,101,56,101,3
2357,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium, Jun 15 2010, Asia Cup at Dambulla,1,1,1,45,101,7,101,101,101,31,101,62,101,79,77,93,101,101,55,101,3,101,42,101,101,101,101,33,101,101,101,29,67,40,101,42,8,50,101,90,81,101,43,101,63,101,23
2358,Scotland,Netherlands,"Hazelaarweg, Rotterdam", Jun 15 2010, Scotland tour of Netherlands at Rotterdam,1,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,93,101,101,101,101,101,101,101,101,23,54,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2359,Bangladesh,India,Rangiri Dambulla International Stadium, Jun 16 2010, Asia Cup at Dambulla,1,1,2,26,101,93,101,61,101,57,101,33,2,71,101,90,87,101,101,101,21,101,101,101,49,22,101,14,101,16,101,50,101,101,101,21,101,88,28,101,11,101,101,101,101,101,57
2360,Australia,Ireland,"Castle Avenue, Dublin", Jun 17 2010, Australia tour of England and Ireland at Dublin,1,1,1,22,20,97,101,8,101,23,101,25,101,3,101,53,23,101,14,101,42,101,64,101,15,57,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,45,101,101,101,82
2361,Sri Lanka,Bangladesh,Rangiri Dambulla International Stadium, Jun 18 2010, Asia Cup at Dambulla,1,1,1,45,101,4,101,101,101,31,101,71,78,90,101,61,101,101,3,101,101,101,38,101,101,25,101,96,101,101,101,64,101,33,2,62,101,75,95,91,91,101,32,101,101,101,54
2362,Pakistan,India,Rangiri Dambulla International Stadium, Jun 19 2010, Asia Cup at Dambulla,1,1,2,29,101,101,101,28,67,45,101,101,101,40,6,47,101,93,73,101,42,101,65,101,14,16,101,15,101,17,101,101,101,50,101,21,101,89,24,101,12,101,101,101,101,101,58
2363,Scotland,England,"Grange Cricket Club, Raeburn Place, Edinburgh", Jun 19 2010, England in Scotland ODI Match at Edinburgh,1,1,2,73,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,79,101,101,101,101,48,101,101,101,30,101,13,57,27,101,101,101,101,11,101,13,101,101,98,101,101,29
2364,Pakistan,Bangladesh,Rangiri Dambulla International Stadium, Jun 21 2010, Asia Cup at Dambulla,1,1,1,101,101,101,101,101,101,101,101,39,101,32,7,47,101,87,78,101,101,101,54,101,27,25,101,91,101,101,101,65,101,33,2,101,101,76,98,101,101,101,36,101,101,101,17
2365,India,Sri Lanka,Rangiri Dambulla International Stadium, Jun 22 2010, Asia Cup at Dambulla,2,1,2,17,101,68,101,20,101,45,101,23,101,101,101,93,24,101,101,101,101,101,101,101,78,40,101,4,100,101,101,28,101,58,101,88,101,71,74,101,41,101,56,101,101,101,101
2366,Australia,England,"The Rose Bowl, Southampton", Jun 22 2010, Australia tour of England and Ireland at Southampton,1,1,2,24,25,96,101,9,101,21,101,27,101,3,101,51,27,101,18,101,34,101,101,101,19,48,101,101,101,31,101,13,61,14,101,95,101,101,42,101,101,101,29,101,13,101,9
2367,India,Sri Lanka,Rangiri Dambulla International Stadium, Jun 24 2010, Asia Cup at Dambulla,1,1,1,19,101,51,101,20,101,101,101,45,101,23,101,88,23,101,12,101,101,101,101,101,41,41,101,7,101,101,101,30,101,74,76,55,101,83,101,101,44,101,3,101,38,101,101
2368,Australia,England,"Sophia Gardens, Cardiff", Jun 24 2010, Australia tour of England and Ireland at Cardiff,1,1,2,17,25,97,101,9,101,25,101,24,101,3,101,101,101,53,30,101,21,101,14,101,61,46,101,101,101,29,101,14,63,13,101,96,101,101,43,101,29,101,101,101,6,101,11
2369,Australia,England,"Old Trafford, Manchester", Jun 27 2010, Australia tour of England and Ireland at Manchester,2,1,2,15,26,89,101,10,101,24,101,25,101,3,101,101,101,56,34,101,36,101,6,101,56,37,101,101,101,29,101,14,60,13,101,101,101,97,101,101,48,101,19,101,11,101,7
2370,Australia,England,"Kennington Oval, London", Jun 30 2010, Australia tour of England and Ireland at London,2,1,1,15,28,94,101,8,101,16,101,27,101,3,101,101,101,56,37,101,17,101,6,101,44,37,101,101,101,32,101,14,64,12,101,101,101,97,101,101,49,101,20,101,11,101,9
2371,Canada,Afghanistan,"Sportpark Westvliet, The Hague", Jul 1 2010, ICC World Cricket League Division One at The Hague,1,1,2,101,101,70,101,101,101,101,101,101,101,84,58,101,101,101,73,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2372,Kenya,Ireland,"Hazelaarweg, Rotterdam", Jul 1 2010, ICC World Cricket League Division One at Rotterdam,2,1,2,101,101,101,101,101,101,95,101,101,93,101,101,96,43,101,92,101,35,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2373,Netherlands,Scotland,"VRA Ground, Amstelveen", Jul 1 2010, ICC World Cricket League Division One at Amstelveen,1,1,2,101,101,101,101,101,101,101,101,100,101,101,101,101,98,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2374,Ireland,Afghanistan,"Hazelaarweg, Rotterdam", Jul 3-4 2010, ICC World Cricket League Division One at Rotterdam,1,1,1,101,101,101,101,101,96,101,101,101,101,101,101,101,101,101,43,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2375,Scotland,Canada,"VRA Ground, Amstelveen", Jul 3 2010, ICC World Cricket League Division One at Amstelveen,1,1,1,101,101,101,101,101,101,101,101,98,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,83,101,101,101,101,101,101,101,101,101,88,59,101,64,101,101,101,101,101,101
2376,Netherlands,Kenya,"Sportpark Westvliet, The Hague", Jul 3 2010, ICC World Cricket League Division One at The Hague,2,1,1,101,101,101,101,101,101,101,101,101,101,101,101,101,93,101,101,101,101,101,101,101,101,101,101,101,101,101,101,95,101,101,101,101,89,97,41,101,101,101,42,101,101,101,101
2377,Australia,England,"Lord's, London", Jul 3 2010, Australia tour of England and Ireland at London,1,1,1,17,28,84,101,9,101,27,101,50,101,3,101,101,101,56,33,101,18,101,5,101,36,38,101,101,101,101,101,11,70,14,101,32,101,96,101,100,48,101,16,101,9,101,14
2378,Kenya,Afghanistan,"VRA Ground, Amstelveen", Jul 5 2010, ICC World Cricket League Division One at Amstelveen,1,1,2,101,101,101,101,101,101,86,101,101,101,101,86,97,42,101,92,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2379,Scotland,Ireland,"Sportpark Westvliet, The Hague", Jul 5 2010, ICC World Cricket League Division One at The Hague,2,1,2,101,101,101,101,101,101,101,101,95,101,101,101,101,101,101,101,101,101,101,101,101,101,98,101,101,101,101,89,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2380,Canada,Netherlands,"Hazelaarweg, Rotterdam", Jul 5 2010, ICC World Cricket League Division One at Rotterdam,1,1,2,101,101,89,101,101,101,101,101,101,101,94,61,101,101,101,69,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,84,101,101,101,101,101,101,101,101
